-1.00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
-0.90,3.60181E-02,3.36746E-02,3.12064E-02,2.62787E-02,1.32903E-02,5.19802E-03,0.00000E+00
-0.80,6.16596E-02,5.78589E-02,5.38160E-02,4.56764E-02,2.38338E-02,9.72915E-03,0.00000E+00
-0.70,9.10359E-02,8.57207E-02,8.00113E-02,6.84223E-02,3.67820E-02,1.56203E-02,0.00000E+00
-0.60,1.26254E-01,1.19295E-01,1.11742E-01,9.62823E-02,5.33398E-02,2.35586E-02,0.00000E+00
-0.50,1.68911E-01,1.60192E-01,1.50609E-01,1.30818E-01,7.48561E-02,3.44878E-02,0.00000E+00
-0.40,2.20425E-01,2.09925E-01,1.98188E-01,1.73691E-01,1.03142E-01,4.99460E-02,0.00000E+00
-0.30,2.81715E-01,2.69635E-01,2.55778E-01,2.26467E-01,1.40633E-01,7.26822E-02,0.00000E+00
-0.20,3.52226E-01,3.39192E-01,3.23503E-01,2.89666E-01,1.89868E-01,1.07900E-01,0.00000E+00
-0.10,4.28566E-01,4.16266E-01,3.99406E-01,3.61374E-01,2.49443E-01,1.63513E-01,0.00000E+00
0.00,4.90592E-01,4.93468E-01,4.79629E-01,4.40175E-01,3.12405E-01,2.22786E-01,1.40086E-01
0.10,0.00000E+00,2.12101E-01,3.36358E-01,4.36674E-01,3.78485E-01,2.79507E-01,1.92369E-01
0.20,0.00000E+00,1.27652E-01,2.24094E-01,3.44034E-01,3.98038E-01,3.26312E-01,2.41187E-01
0.30,0.00000E+00,9.31423E-02,1.69547E-01,2.78455E-01,3.79153E-01,3.42883E-01,2.74467E-01
0.40,0.00000E+00,7.34351E-02,1.36109E-01,2.31599E-01,3.47468E-01,3.37079E-01,2.87903E-01
0.50,0.00000E+00,5.97940E-02,1.11999E-01,1.94715E-01,3.11216E-01,3.17429E-01,2.84863E-01
0.60,0.00000E+00,4.89801E-02,9.23641E-02,1.62887E-01,2.72157E-01,2.88095E-01,2.68557E-01
0.70,0.00000E+00,3.94407E-02,7.47181E-02,1.33107E-01,2.29842E-01,2.50372E-01,2.40503E-01
0.80,0.00000E+00,3.01812E-02,5.73658E-02,1.02969E-01,1.82413E-01,2.03320E-01,2.00130E-01
0.90,0.00000E+00,2.00568E-02,3.82174E-02,6.90058E-02,1.24817E-01,1.41801E-01,1.42461E-01
1.00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00
