-1,2.28190E-02,2.14170E-02,1.99920E-02,1.71574E-02,9.34719E-03,4.02513E-03,0.00000E+00
-0.9,4.11125E-02,3.86276E-02,3.60559E-02,3.08703E-02,1.64542E-02,6.81049E-03,0.00000E+00
-0.8,6.49983E-02,6.12972E-02,5.73958E-02,4.94000E-02,2.66078E-02,1.10213E-02,0.00000E+00
-0.7,9.99446E-02,9.47422E-02,8.91210E-02,7.73509E-02,4.26132E-02,1.79328E-02,0.00000E+00
-0.6,1.50993E-01,1.44083E-01,1.36343E-01,1.19657E-01,6.81169E-02,2.95065E-02,0.00000E+00
-0.5,2.24768E-01,2.16263E-01,2.06169E-01,1.83479E-01,1.09068E-01,4.93125E-02,0.00000E+00
-0.4,3.29336E-01,3.20182E-01,3.08045E-01,2.78889E-01,1.75210E-01,8.41056E-02,0.00000E+00
-0.3,4.72536E-01,4.65520E-01,4.52954E-01,4.18719E-01,2.82082E-01,1.47239E-01,0.00000E+00
-0.2,6.56834E-01,6.58390E-01,6.49495E-01,6.15206E-01,4.51466E-01,2.66183E-01,0.00000E+00
-0.1,8.70325E-01,8.94524E-01,8.97446E-01,8.72172E-01,6.97514E-01,4.91555E-01,0.00000E+00
0,1.03177E+00,1.14775E+00,1.18797E+00,1.19440E+00,1.00873E+00,7.95748E-01,5.24167E-01
0.1,0.00000E+00,6.07548E-01,9.98592E-01,1.38473E+00,1.41181E+00,1.15806E+00,8.76470E-01
0.2,0.00000E+00,5.08883E-01,9.07223E-01,1.43790E+00,1.82630E+00,1.61273E+00,1.29144E+00
0.3,0.00000E+00,5.49994E-01,9.99898E-01,1.64825E+00,2.30787E+00,2.15587E+00,1.80549E+00
0.4,0.00000E+00,6.38615E-01,1.16925E+00,1.95778E+00,2.87301E+00,2.77822E+00,2.40104E+00
0.5,0.00000E+00,6.34271E-01,1.16869E+00,1.98321E+00,3.03333E+00,3.03426E+00,2.71055E+00
0.6,0.00000E+00,4.18260E-01,7.78087E-01,1.34620E+00,2.18395E+00,2.29506E+00,2.15369E+00
0.7,0.00000E+00,2.04883E-01,3.85810E-01,6.83932E-01,1.19334E+00,1.33200E+00,1.32682E+00
0.8,0.00000E+00,8.64752E-02,1.65150E-01,3.01013E-01,5.69583E-01,6.78608E-01,7.19934E-01
0.9,0.00000E+00,3.13664E-02,6.09010E-02,1.14612E-01,2.37335E-01,3.03207E-01,3.43478E-01
1,0.00000E+00,5.07113E-03,1.01191E-02,2.00435E-02,4.76083E-02,6.73492E-02,8.37579E-02
