-1,2.28190E-02,2.14170E-02,1.99920E-02,1.71574E-02,9.34719E-03,4.02513E-03,0.00000E+00
-0.9,2.69861E-02,2.54001E-02,2.37700E-02,2.04885E-02,1.12507E-02,4.83998E-03,0.00000E+00
-0.8,3.23251E-02,3.05433E-02,2.86841E-02,2.48816E-02,1.38576E-02,5.98687E-03,0.00000E+00
-0.7,3.90915E-02,3.71288E-02,3.50364E-02,3.06624E-02,1.74617E-02,7.63435E-03,0.00000E+00
-0.6,4.75194E-02,4.54446E-02,4.31587E-02,3.82274E-02,2.24929E-02,1.00585E-02,0.00000E+00
-0.5,5.76960E-02,5.56800E-02,5.33274E-02,4.79966E-02,2.95696E-02,1.37243E-02,0.00000E+00
-0.4,6.92921E-02,6.76843E-02,6.55506E-02,6.02592E-02,3.95485E-02,1.94423E-02,0.00000E+00
-0.3,8.09723E-02,8.04082E-02,7.90373E-02,7.47154E-02,5.34553E-02,2.86762E-02,0.00000E+00
-0.2,8.94088E-02,9.08993E-02,9.11597E-02,8.93864E-02,7.18225E-02,4.41114E-02,0.00000E+00
-0.1,8.86327E-02,9.36078E-02,9.65669E-02,9.91642E-02,9.15413E-02,6.94491E-02,0.00000E+00
0,6.76014E-02,8.16018E-02,8.92220E-02,9.83762E-02,1.03484E-01,9.32369E-02,6.29164E-02
0.1,0.00000E+00,2.74475E-02,4.83619E-02,7.57571E-02,1.04622E-01,1.04387E-01,8.95907E-02
0.2,0.00000E+00,1.41330E-02,2.75945E-02,5.09061E-02,9.28868E-02,1.04678E-01,1.01178E-01
0.3,0.00000E+00,9.26887E-03,1.87294E-02,3.68737E-02,7.85470E-02,9.74004E-02,1.02990E-01
0.4,0.00000E+00,6.96644E-03,1.42411E-02,2.88244E-02,6.68034E-02,8.82947E-02,9.95180E-02
0.5,0.00000E+00,5.75720E-03,1.17847E-02,2.40718E-02,5.82338E-02,8.01154E-02,9.43192E-02
0.6,0.00000E+00,5.11030E-03,1.04251E-02,2.12819E-02,5.23831E-02,7.37544E-02,8.93298E-02
0.7,0.00000E+00,4.79703E-03,9.73440E-03,1.97631E-02,4.87196E-02,6.93677E-02,8.54626E-02
0.8,0.00000E+00,4.71115E-03,9.50506E-03,1.91501E-02,4.68396E-02,6.68825E-02,8.31200E-02
0.9,0.00000E+00,4.80640E-03,9.64243E-03,1.92635E-02,4.64998E-02,6.62130E-02,8.24990E-02
1,0.00000E+00,5.07113E-03,1.01191E-02,2.00435E-02,4.76083E-02,6.73492E-02,8.37579E-02
